timestamp,index,name,utilization_gpu_pct,memory_used_mib,memory_total_mib,temperature_c,power_w
2026-09-02T20:35:00.872453+08:00,0, NVIDIA GeForce RTX 5060, 14, 3879, 8151, 52, 36.13
2026-09-02T20:35:05.931691+08:00,0, NVIDIA GeForce RTX 5060, 45, 3890, 8151, 57, 49.48
2026-09-02T20:35:10.979908+08:00,0, NVIDIA GeForce RTX 5060, 46, 3890, 8151, 58, 74.79
2026-09-02T20:35:16.028441+08:00,0, NVIDIA GeForce RTX 5060, 50, 3879, 8151, 57, 73.61
2026-09-02T20:35:21.069957+08:00,0, NVIDIA GeForce RTX 5060, 51, 3889, 8151, 57, 74.38
2026-09-02T20:35:26.117789+08:00,0, NVIDIA GeForce RTX 5060, 45, 3890, 8151, 60, 74.38
2026-09-02T20:35:31.169313+08:00,0, NVIDIA GeForce RTX 5060, 50, 3874, 8151, 58, 74.78
2026-09-02T20:35:36.208817+08:00,0, NVIDIA GeForce RTX 5060, 47, 3891, 8151, 58, 73.86
2026-09-02T20:35:41.251263+08:00,0, NVIDIA GeForce RTX 5060, 46, 3891, 8151, 58, 74.17
2026-09-02T20:35:46.298407+08:00,0, NVIDIA GeForce RTX 5060, 52, 3889, 8151, 59, 75.46
2026-09-02T20:35:51.339187+08:00,0, NVIDIA GeForce RTX 5060, 48, 3878, 8151, 59, 74.94
2026-09-02T20:35:56.378200+08:00,0, NVIDIA GeForce RTX 5060, 14, 3879, 8151, 51, 35.02
2026-09-02T20:36:01.414943+08:00,0, NVIDIA GeForce RTX 5060, 14, 3890, 8151, 52, 35.53
2026-09-02T20:36:06.460484+08:00,0, NVIDIA GeForce RTX 5060, 44, 3879, 8151, 57, 73.68
2026-09-02T20:36:11.501173+08:00,0, NVIDIA GeForce RTX 5060, 46, 3889, 8151, 59, 74.73
2026-09-02T20:36:16.548351+08:00,0, NVIDIA GeForce RTX 5060, 45, 3879, 8151, 59, 74.35
